Story Readable ID,Story Title,Current Category Readable ID,Current Category Name,Current Category Level,Parent,Order,Current Category Path,Suggested Parent Readable ID,Suggested Parent Name,
nicknames,Nicknames,nicknames,Nicknames,4,College,,Adulthood > College > Where did you live during college? > Nicknames,where-did-you-live-during,College,
nicknames,Nicknames,nicknames,Nicknames,4,,,Adulthood > College > Where did you live during college? > Nicknames,where-did-you-live-during,College,
no-college,No College,no-college,No College,4,,,Introduction > My Father > What beliefs or values did he instill in you? > No College,what-beliefs-or-values-did-he,My Father,
no-role-model,"No
Role Model",no-role-model,"No
Role Model",4,,,"Introduction > My Father > What beliefs or values did he instill in you? > No
Role Model",what-beliefs-or-values-did-he,My Father,
not-ready-for-cfo,Not Ready for CFO,not-ready-for-cfo,Not Ready for CFO,4,Career,,Adulthood > Career > Harris/3M > Not Ready for CFO,harris-3m,Career,
o-wah-tay-goo-si-am,O Wah Tay Goo Si Am,o-wah-tay-goo-si-am,O Wah Tay Goo Si Am,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > O Wah Tay Goo Si Am,what-do-you-remember-outside,Elementary School,
odd-jobs,Odd Jobs,odd-jobs,Odd Jobs,4,,,THEMES > Financial > What are your views on money? > Odd Jobs,what-are-your-views-on-money,Financial,
off-campus-lunch,Off Campus Lunch,off-campus-lunch,Off Campus Lunch,4,,,Preschool > Middle School > What extracurricular activities did you join? > Off Campus Lunch,what-extracurricular,Middle School,
orange-bowl,Orange Bowl,orange-bowl,Orange Bowl,4,,,Adulthood > College > Where did you live during college? > Orange Bowl,where-did-you-live-during,College,
orange-grove,Orange Grove,orange-grove,Orange Grove,4,,,"Introduction > My
Paternal Grandfather > What stories do you remember about him? > Orange Grove",what-stories-do-you-remember,My Paternal Grandfather,
panty-raids,Panty Raids,panty-raids,Panty Raids,4,,,Adulthood > College > What memories do you have of college? > Panty Raids,what-memories-do-you-have-of,college,
parkins-mill-road,Parkins Mill Road,parkins-mill-road,Parkins Mill Road,4,,,Preschool > High School > What was your least favorite class? > Parkins Mill Road,what-was-your-least-favorite,High School,
part-time-sitter,Part-time Sitter,part-time-sitter,Part-time Sitter,4,,,Introduction > My Paternal Grandmother > What stories do you remember about her? > Part-time Sitter,what-stories-do-you-remember,My Parental Grandmother,
penny-collection,Penny Collection,penny-collection,Penny Collection,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Penny Collection,what-do-you-remember-outside,Elementary School,
pepper-steak,Pepper Steak,pepper-steak,Pepper Steak,4,,,Adulthood > Graduate School > How did you choose a major? > Pepper Steak,how-did-you-choose-a-major,Graduate School,??
pete-s-drive-in,Pete�s Drive-In,pete-s-drive-in,Pete�s Drive-In,4,,,"Preschool > High School > Did
you participate in high school sports? > Pete�s Drive-In",did-you-participate-in-high,High School,
pinewood-derby,Pinewood Derby,pinewood-derby,Pinewood Derby,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Pinewood Derby,what-do-you-remember-outside,Elementary School,
pledging,Pledging,pledging,Pledging,4,,,"Adulthood > College > Why
did you transfer to Clemson? > Pledging",why-did-you-transfer-to,College,
political-polarization,Political Polarization:,political-polarization,Political Polarization:,3,,,THEMES > Issues > Political Polarization:,issues,Issues,
politics,Politics,politics,Politics,3,,,The Decades > The 2020�s > Politics,the-2020-s,The 2020�s,
pool-cleaning,Pool Cleaning,pool-cleaning,Pool Cleaning,4,,,Adulthood > Career > What was your first real job? > Pool Cleaning,what-was-your-first-real-job,Career,
poor-dog,Poor Dog,poor-dog,Poor Dog,4,,,THEMES > Cars > What accidents have you had? > Poor Dog,what-accidents-have-you-had,Cars,
poor-frog,Poor Frog,poor-frog,Poor Frog,4,Elementary,,Preschool > Elementary School > What do you remember outside of school about this time? > Poor Frog,what-do-you-remember-outside,Elementary,
poor-study-skills,Poor Study Skills,poor-study-skills,Poor Study Skills,4,,,Adulthood > College > What memories do you have of college? > Poor Study Skills,what-memories-do-you-have-of,college,
pretend-girlfriends,Pretend Girlfriends,pretend-girlfriends,Pretend Girlfriends,4,,,Preschool > Middle School > What extracurricular activities did you join? > Pretend Girlfriends,what-extracurricular,Middle School,
pulmon,Pulmon,pulmon,Pulmon,4,,,Adulthood > Graduate School > How did you choose a major? > Pulmon,how-did-you-choose-a-major,Graduate School,
punt-pass-kick,"Punt, Pass & Kick",punt-pass-kick,"Punt, Pass & Kick",4,,,"Preschool > Elementary School > What do you remember outside of school about this time? > Punt, Pass & Kick",what-do-you-remember-outside,Elementary School,
really,Really?,really,Really?,4,,,Adulthood > Career > University of South Carolina > Really?,university-of-south-carolina,University of South Carolina,
remote-work-vs-in-office-work,Remote Work vs. In-Office Work:,remote-work-vs-in-office-work,Remote Work vs. In-Office Work:,4,,,THEMES > Issues > Wages > Remote Work vs. In-Office Work:,wages,Issues,
restaurants,Restaurants,restaurants,Restaurants,4,,,THEMES > Miscellaneous > Favorites > Restaurants,favorites,Favorites,
richard-nixon-resignation,Richard Nixon Resignation,richard-nixon-resignation,Richard Nixon Resignation,4,W&P,,THEMES > Historical Events > What cultural shifts influenced you? > Richard Nixon Resignation,what-cultural-shifts,W&P,
riding-horse,Riding Horse,riding-horse,Riding Horse,4,,,Preschool > What do you remember from this period? > Riding Horse,what-do-you-remember-from-this,Preschool,
run-in,Run In,run-in,Run In,4,,,Adulthood > Career > Harris/3M > Run In,harris-3m,Harris/3M,
sandwich,Sandwich,sandwich,Sandwich,4,,,THEMES > Miscellaneous > Favorites > Sandwich,favorites,Favorites,
santa-won-t-stop,Santa Won�t Stop,santa-won-t-stop,Santa Won�t Stop,4,,,Introduction > My Maternal Grandfather > What stories do you remember about him? > Santa Won�t Stop,what-stories-do-you-remember,My Maternal Grandfather,
santa-s-helper,Santa�s Helper,santa-s-helper,Santa�s Helper,4,,,THEMES > Holidays > Santa�s Helper,holidays,Holidays,
saturday-morning-post-office,Saturday Morning Post Office,saturday-morning-post-office,Saturday Morning Post Office,4,,,Introduction > My Father > What beliefs or values did he instill in you? > Saturday Morning Post Office,what-beliefs-or-values-did-he,My Father,
scavenger-for-golf-balls,Scavenger for Golf Balls,scavenger-for-golf-balls,Scavenger for Golf Balls,4,Sports,,THEMES > Sports > How have sports influenced your life? > Scavenger for Golf Balls,how-have-sports-influenced,Sports,
scheduling,Scheduling,scheduling,Scheduling,4,,,Adulthood > College > What memories do you have of college? > Scheduling,what-memories-do-you-have-of,College,
screen-printing,Screen Printing,screen-printing,Screen Printing,4,Career,,Adulthood > Career > What was your first real job? > Screen Printing,what-was-your-first-real-job,Career,
seamstress-for-pennies,Seamstress for Pennies,seamstress-for-pennies,Seamstress for Pennies,4,,,Introduction > My Paternal Grandmother > What stories do you remember about her? > Seamstress for Pennies,what-stories-do-you-remember,My Parental Grandmother,
second-car,Second Car,second-car,Second Car,4,,,THEMES > Cars > �What was your first car? > Second Car,what-was-your-first-car,Cars,
second-grade,Second Grade,second-grade,Second Grade,4,,,Preschool > Elementary School > What do you remember from elementary school? > Second Grade,what-do-you-remember-from,Elementary School,
security,Security,security,Security,4,,,Adulthood > Graduate School > How did you choose a major? > Security,how-did-you-choose-a-major,Graduate School,
senior-honor,Senior Honor,senior-honor,Senior Honor,4,,,"Preschool > High School > Did
you participate in high school sports? > Senior Honor",did-you-participate-in-high,High School,
she-broke-up-with-me,She Broke Up With Me,she-broke-up-with-me,She Broke Up With Me,4,,,THEMES > Blessings > What were your disappointments? > She Broke Up With Me,what-were-your-disappointments,College,
she-loved-to-fish,She Loved to Fish,she-loved-to-fish,She Loved to Fish,4,,,Introduction > My Paternal Grandmother > What stories do you remember about her? > She Loved to Fish,what-stories-do-you-remember,My Paternal Grandmother,
sheet-parachute,Sheet Parachute,sheet-parachute,Sheet Parachute,4,Elementary,,Preschool > Elementary School > What do you remember outside of school about this time? > Sheet Parachute,what-do-you-remember-outside,Elementary,
sheltered,Sheltered,sheltered,Sheltered,4,Elementary School,,Preschool > Elementary School > What do you remember outside of school about this time? > Sheltered,what-do-you-remember-outside,Elementary School,
shuttle-challenger-explosion,Shuttle Challenger Explosion,shuttle-challenger-explosion,Shuttle Challenger Explosion,4,,,THEMES > Historical Events > What cultural shifts influenced you? > Shuttle Challenger Explosion,what-cultural-shifts,W&P,
ski-trips,Ski Trips,ski-trips,Ski Trips,4,,,THEMES > Music > Did you ever take any great road trips? > Ski Trips,did-you-ever-take-any-great,Travel,
skiing,Skiing,skiing,Skiing,4,,,THEMES > Vacations > Skiing,vacations,Vacations,
slingshot,Slingshot,slingshot,Slingshot,4,,,Introduction > My Father > What beliefs or values did he instill in you? > Slingshot,what-beliefs-or-values-did-he,My Father,
snoring-keeping-santa-away,Snoring Keeping Santa Away,snoring-keeping-santa-away,Snoring Keeping Santa Away,4,,,THEMES > Holidays > Snoring Keeping Santa Away,holidays,Holidays,
so-many-foreigners-here,So Many Foreigners Here,so-many-foreigners-here,So Many Foreigners Here,4,,,Adulthood > Graduate School > How did you choose a major? > So Many Foreigners Here,how-did-you-choose-a-major,Graduate School,
society-culture,Society & Culture,society-culture,Society & Culture,3,,,The Decades > The 1960�s > Society & Culture,the-1960-s,,
solitaire,Solitaire,solitaire,Solitaire,4,,,"Introduction > My
Paternal Grandfather > What stories do you remember about him? > Solitaire",what-stories-do-you-remember,My Paternal Grandfather,
sophomore-year,Sophomore Year,sophomore-year,Sophomore Year,4,,,"Preschool > High School > Did
you participate in high school sports? > Sophomore Year",did-you-participate-in-high,High School,
speaker-program,Speaker Program,speaker-program,Speaker Program,4,,,Adulthood > Career > University of South Carolina > Speaker Program,university-of-south-carolina,University of South Carolina,
spin-the-bottle,Spin the Bottle,spin-the-bottle,Spin the Bottle,4,,,THEMES > Relationships > When was your first kiss? > Spin the Bottle,when-was-your-first-kiss,Companionship,
spitting-black,Spitting Black,spitting-black,Spitting Black,4,Early,,Preschool > What do you remember from this period? > Spitting Black,what-do-you-remember-from-this,Early,
springbrook,Springbrook,springbrook,Springbrook,4,,,Adulthood > Family > Marriage > Springbrook,marriage,Marriage,
started-strong-finished-middle,"Started Strong, Finished
Middle",started-strong-finished-middle,"Started Strong, Finished
Middle",4,,,"Adulthood > Graduate School > How did you choose a major? > Started Strong, Finished
Middle",how-did-you-choose-a-major,Graduate School,
stolen-battery,"Stolen
Battery",stolen-battery,"Stolen
Battery",4,,,"THEMES > Cars > �What was your first car? > Stolen
Battery",what-was-your-first-car,Cars,
success-from-humble-beginnings,Success From Humble Beginnings,success-from-humble-beginnings,Success From Humble Beginnings,4,My Father,,Introduction > My Father > What do you admire most about your father? > Success From Humble Beginnings,what-do-you-admire-most-about,My Father,
summer-golf,Summer Golf,summer-golf,Summer Golf,4,,,"Preschool > High School > Did
you participate in high school sports? > Summer Golf",did-you-participate-in-high,High School,
summer-movies,Summer Movies,summer-movies,Summer Movies,4,,,Preschool > Elementary School > How did you spend summers? > Summer Movies,how-did-you-spend-summers,Elementary School,
swimming,Swimming,swimming,Swimming,4,,,THEMES > Sports > How have sports influenced your life? > Swimming,how-have-sports-influenced,Sports,
teaching-elizabeth-to-drive,"Teaching
Elizabeth to Drive",teaching-elizabeth-to-drive,"Teaching
Elizabeth to Drive",4,,,"Adulthood > Parenthood > Elizabeth > Teaching
Elizabeth to Drive",elizabeth,Elizabeth,
teaching-william-to-drive,"Teaching
William to drive",teaching-william-to-drive,"Teaching
William to drive",4,,,"Adulthood > Parenthood > William > Teaching
William to drive",william,William,
technology-and-innovation,Technology and Innovation,technology-and-innovation,Technology and Innovation,3,,,THEMES > Issues > Technology and Innovation,issues,Issues,
thanksgiving-deer,Thanksgiving Deer,thanksgiving-deer,Thanksgiving Deer,4,Cars,,THEMES > Cars > What accidents have you had? > Thanksgiving Deer,what-accidents-have-you-had,Cars,
the-arrival,The Arrival,the-arrival,The Arrival,4,,,Adulthood > Graduate School > How did you choose a major? > The Arrival,how-did-you-choose-a-major,Graduate School,
the-beach,The Beach,the-beach,The Beach,4,,,THEMES > Vacations > The Beach,vacations,Vacations,
the-beats-of-hip-hop-and,The Beats of Hip-Hop and Cultural Storms,the-beats-of-hip-hop-and,The Beats of Hip-Hop and Cultural Storms,4,,,THEMES > Music > What did you listen to over the years? > The Beats of Hip-Hop and Cultural Storms,what-did-you-listen-to-over,music,
the-bicentennial,The Bicentennial,the-bicentennial,The Bicentennial,4,,,Preschool > High School > What was your least favorite class? > The Bicentennial,what-was-your-least-favorite,High School,
the-bond-motto,The Bond Motto,the-bond-motto,The Bond Motto,4,,,Introduction > Family Names > What do you know about the family origins? > The Bond Motto,what-do-you-know-about-the,Family Names,
the-bond-side,The Bond Side,the-bond-side,The Bond Side,4,,,Introduction > Family Names > What do you know about the family origins? > The Bond Side,what-do-you-know-about-the,Family Names,
the-bookstore,The Bookstore,the-bookstore,The Bookstore,4,College,,Adulthood > College > What memories do you have of college? > The Bookstore,what-memories-do-you-have-of,College,
the-business-grew,The Business Grew,the-business-grew,The Business Grew,4,,,THEMES > Financial > What are your views on money? > The Business Grew,what-are-your-views-on-money,Financial,
the-changing-technology-of,The Changing Technology of Music,the-changing-technology-of,The Changing Technology of Music,4,,,THEMES > Music > What did you listen to over the years? > The Changing Technology of Music,what-did-you-listen-to-over,Music,
the-davis-motto,The Davis Motto,the-davis-motto,The Davis Motto,4,,,Introduction > Family Names > What do you know about the family origins? > The Davis Motto,what-do-you-know-about-the,Family Names,
the-end-of-my-first-car,"The End of
My First Car",the-end-of-my-first-car,"The End of
My First Car",4,,,"THEMES > Cars > �What was your first car? > The End of
My First Car",what-was-your-first-car,Cars,
the-fire,The Fire,the-fire,The Fire,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > The Fire,what-do-you-remember-outside,Elementary School,
the-flight-is-sickening,The Flight is Sickening,the-flight-is-sickening,The Flight is Sickening,4,,,Adulthood > Graduate School > How did you choose a major? > The Flight is Sickening,how-did-you-choose-a-major,Graduate School,
the-gift-of-responsibility,The Gift of Responsibility,the-gift-of-responsibility,The Gift of Responsibility,4,Miscellaneous,,THEMES > Miscellaneous > What is the best gift you�ve ever received? > The Gift of Responsibility,what-is-the-best-gift-you-ve,Miscellaneous,
the-golf-dream-expired,The Golf Dream Expired,the-golf-dream-expired,The Golf Dream Expired,4,,,"Preschool > High School > Did
you participate in high school sports? > The Golf Dream Expired",did-you-participate-in-high,High School,
the-gulf-war,The Gulf War,the-gulf-war,The Gulf War,4,,,Adulthood > Career > Harris/3M > The Gulf War,harris-3m,Harris/3M,
the-haunted-house,The Haunted House,the-haunted-house,The Haunted House,4,,,"Preschool > High School > Did
you participate in high school sports? > The Haunted House",did-you-participate-in-high,High School,
the-house,The House,the-house,The House,4,,,Adulthood > Graduate School > How did you choose a major? > The House,how-did-you-choose-a-major,Graduate School,
the-house,The House,the-house,The House,4,,,Adulthood > Graduate School > How did you choose a major? > The House,how-did-you-choose-a-major,Graduate School,
the-bond-fire,The �Bond� Fire,the-bond-fire,The �Bond� Fire,4,,,Preschool > What do you remember from this period? > The �Bond� Fire,what-do-you-remember-from-this,Preschool,
the-monster-snake,The Monster Snake,the-monster-snake,The Monster Snake,4,,,THEMES > Sports > How have sports influenced your life? > The Monster Snake,how-have-sports-influenced,Sports,
the-never-ending-lawn,The Never-Ending Lawn,the-never-ending-lawn,The Never-Ending Lawn,4,,,Adulthood > Career Reflection > Did you ever quit a job? > The Never-Ending Lawn,did-you-ever-quit-a-job,Career,
the-phone-recovery,The Phone Recovery,the-phone-recovery,The Phone Recovery,4,College,,"Adulthood > College > Why
did you transfer to Clemson? > The Phone Recovery",why-did-you-transfer-to,College,
the-runaways,The Runaways,the-runaways,The Runaways,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > The Runaways,what-do-you-remember-outside,Elementary School,
the-station-wagon,The Station Wagon,the-station-wagon,The Station Wagon,4,,,THEMES > Cars > What accidents have you had? > The Station Wagon,what-accidents-have-you-had,Cars,
the-tattle-tail,The Tattle Tail,the-tattle-tail,The Tattle Tail,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > The Tattle Tail,what-do-you-remember-outside,Elementary School,
the-tattle-tail,The Tattle Tail,the-tattle-tail,The Tattle Tail,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > The Tattle Tail,what-do-you-remember-outside,Elementary School,
the-technology-and-true,The Technology and True Artists,the-technology-and-true,The Technology and True Artists,4,Music,,THEMES > Music > What did you listen to over the years? > The Technology and True Artists,what-did-you-listen-to-over,Music,
the-vietnam-war,The Vietnam War,the-vietnam-war,The Vietnam War,4,,,The Decades > The 1960�s > Society & Culture > The Vietnam War,society-culture,Society & Culture,
the-violin,The Violin,the-violin,The Violin,4,,,Preschool > Elementary School > What school activities did you participate in? > The Violin,what-school-activities-did-you,Elementary School,
the-1970-s,"The
1970�s",the-1970-s,"The
1970�s",4,College,,"Adulthood > College > What memories do you have of college? > The
1970�s",what-memories-do-you-have-of,College,
the-firebird,"The
Firebird",the-firebird,"The
Firebird",4,Cars,,"THEMES > Cars > How did you learn to
drive? > The
Firebird",how-did-you-learn-to-drive,Cars,
they-are-people-too,They Are People Too,they-are-people-too,They Are People Too,4,,,Introduction > My Grand Parents > What reflections do you have about your grandparents? > They Are People Too,what-reflections-do-you-have,My Grand Parents,
third-grade,Third Grade,third-grade,Third Grade,4,,,Preschool > Elementary School > What do you remember from elementary school? > Third Grade,what-do-you-remember-from,Elementary School,
three-men-died,Three Men Died,three-men-died,Three Men Died,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Three Men Died,what-do-you-remember-outside,Elementary School,
times-were-different,Times Were Different,times-were-different,Times Were Different,4,Elementary School,,"Preschool > Elementary School > Did you ever get in
trouble at school as a child? > Times Were Different",did-you-ever-get-in-trouble-at,Elementary School,
tom-campbell,Tom Campbell,tom-campbell,Tom Campbell,4,,,Adulthood > Career Reflection > Who was your worst boss? > Tom Campbell,who-was-your-worst-boss,Career Reflection,
traditions,Traditions,traditions,Traditions,4,,,THEMES > Food > Traditions,food,Food,
transfer-to-clemson,Transfer to Clemson,transfer-to-clemson,Transfer to Clemson,4,,,Adulthood > College > What memories do you have of college? > Transfer to Clemson,what-memories-do-you-have-of,College,
travelling-baseball,Travelling Baseball,travelling-baseball,Travelling Baseball,4,,,THEMES > Music > Have you ever missed a flight? > Travelling Baseball,have-you-ever-missed-a-flight,Travel,
tribute-to-my-father,Tribute to My Father,tribute-to-my-father,Tribute to My Father,4,,,Introduction > My Father > What do you admire most about your father? > Tribute to My Father,what-do-you-admire-most-about,My Father,
tv-evolution,TV Evolution,tv-evolution,TV Evolution,4,,,THEMES > Television > What cartoons did you watch as a kid? > TV Evolution,what-cartoons-did-you-watch-as,Television,
umbrella-parachute,Umbrella Parachute,umbrella-parachute,Umbrella Parachute,4,,,Preschool > Elementary School > What do you remember outside of school about this time? > Umbrella Parachute,what-do-you-remember-outside,Elementary School,
unavoidable-fight,Unavoidable Fight,unavoidable-fight,Unavoidable Fight,4,,,THEMES > Relationships > When was your first kiss? > Unavoidable Fight,when-was-your-first-kiss,Companionship,
vacations,Vacations,vacations,Vacations,2,,,THEMES > Vacations,themes,Vacations,
vacations-with-the-meltons,Vacations with the Meltons,vacations-with-the-meltons,Vacations with the Meltons,4,,,THEMES > Vacations > Vacations with the Meltons,vacations,Vacations,
vice-president-business,"Vice President, Business Development & Strategic Planning",vice-president-business,"Vice President, Business Development & Strategic Planning",4,,,"Adulthood > Career > Harris/3M > Vice President, Business Development & Strategic Planning",harris-3m,Harris/3M,
vice-president-finance,"Vice President, Finance",vice-president-finance,"Vice President, Finance",4,,,"Adulthood > Career > McKesson > Vice President, Finance",mckesson,McKesson,
vice-president-finance-cfo,"Vice President, Finance, CFO",vice-president-finance-cfo,"Vice President, Finance, CFO",4,,,"Adulthood > Career > Caribiner > Vice President, Finance, CFO",caribiner,Caribiner,
vice-president-finance,"Vice
President, Finance & Administration, CFO",vice-president-finance,"Vice
President, Finance & Administration, CFO",4,,,"Adulthood > Career > SQL Financials > Vice
President, Finance & Administration, CFO",sql-financials,SQL Financials,
vietnam-war,Vietnam War,vietnam-war,Vietnam War,4,,,THEMES > Historical Events > What cultural shifts influenced you? > Vietnam War,what-cultural-shifts,W&P,
waiter-cried,Waiter Cried,waiter-cried,Waiter Cried,4,,,Adulthood > Graduate School > How did you choose a major? > Waiter Cried,how-did-you-choose-a-major,Graduate School,
wake-boarding,Wake Boarding,wake-boarding,Wake Boarding,4,,,THEMES > Vacations > Wake Boarding,vacations,Vacations,
was-there-anything-unique,Was there anything unique about it?,was-there-anything-unique,Was there anything unique about it?,3,High School,,Preschool > High School > Was there anything unique about it?,high-school,High School,
we-moved-again,We Moved Again,we-moved-again,We Moved Again,4,,,THEMES > Financial > What are your views on money? > We Moved Again,what-are-your-views-on-money,financial,
wealth-inequality,Wealth Inequality:,wealth-inequality,Wealth Inequality:,3,,,THEMES > Issues > Wealth Inequality:,issues,Issues,
were-the-classes-hard,Were the classes hard?,were-the-classes-hard,Were the classes hard?,3,,,Adulthood > College > Were the classes hard?,college,College,
were-you-ever-fired,Were you ever fired,were-you-ever-fired,Were you ever fired,3,,,Adulthood > Career Reflection > Were you ever fired,career-reflection,Career Reflection,
were-you-shy-or-outgoing,Were you shy or outgoing?,were-you-shy-or-outgoing,Were you shy or outgoing?,3,,,Preschool > Elementary School > Were you shy or outgoing?,elementary-school,Elementary School,
were-your-parents-strict-or,Were your parents strict or relaxed?,were-your-parents-strict-or,Were your parents strict or relaxed?,3,,,Introduction > Their Partnership > Were your parents strict or relaxed?,their-partnership,My Parents,
what-accidents-have-you-had,What accidents have you had?,what-accidents-have-you-had,What accidents have you had?,3,,,THEMES > Cars > What accidents have you had?,cars,Cars,
what-accomplishments-mean-most,What accomplishments mean most?,what-accomplishments-mean-most,What accomplishments mean most?,3,,,THEMES > Personal > What accomplishments mean most?,personal,Personal,
what-achievements-are-you,What achievements are you proud of?,what-achievements-are-you,What achievements are you proud of?,3,,,Preschool > High School > What achievements are you proud of?,high-school,High School,
what-activities-did-you-do,What activities did you do together?,what-activities-did-you-do,What activities did you do together?,3,,,Adulthood > Parenthood > What activities did you do together?,parenthood,Parenthood,
what-activities-did-you,What activities did you participate in outside of college?,what-activities-did-you,What activities did you participate in outside of college?,3,,,Adulthood > College > What activities did you participate in outside of college?,college,College,
what-adventures-have-you-had,What adventures have you had?,what-adventures-have-you-had,What adventures have you had?,3,,,THEMES > Adventures > What adventures have you had?,adventures,Adventures,
what-advice-would-you-give-to,"What advice would you give to a family
member about college?",what-advice-would-you-give-to,"What advice would you give to a family
member about college?",3,,,"Adulthood > College > What advice would you give to a family
member about college?",college,College Reflection,
what-advice-would-you-give,What advice would you give your great grandchildren?,what-advice-would-you-give,What advice would you give your great grandchildren?,3,Advice,,THEMES > Advice > What advice would you give your great grandchildren?,advice,Advice,
what-advice-would-you-give,What advice would you give your great grandchildren?,what-advice-would-you-give,What advice would you give your great grandchildren?,3,,,THEMES > Advice > What advice would you give your great grandchildren?,advice,Advice,
what-advice-would-you-give,What advice would you give your younger self?,what-advice-would-you-give,What advice would you give your younger self?,3,,,Adulthood > Personal Reflection > What advice would you give your younger self?,personal-reflection,Personal Reflection,
what-allergies-do-you-have,What allergies do you have?,what-allergies-do-you-have,What allergies do you have?,3,,,THEMES > Miscellaneous > What allergies do you have?,miscellaneous,Miscellaneous,
what-are-the-best-things-about,What are the best things about being a grandparent?,what-are-the-best-things-about,What are the best things about being a grandparent?,3,,,THEMES > Advice > What are the best things about being a grandparent?,advice,Advice,
what-are-the-best-things-money,What are the best things money can't buy?,what-are-the-best-things-money,What are the best things money can't buy?,3,,,THEMES > Advice > What are the best things money can't buy?,advice,Advice,
what-are-you-grateful-for,What are you grateful for?,what-are-you-grateful-for,What are you grateful for?,3,,,THEMES > Blessings > What are you grateful for?,blessings,,
what-are-you-most-grateful-for,What are you most grateful for?,what-are-you-most-grateful-for,What are you most grateful for?,3,,,THEMES > Legacy > What are you most grateful for?,legacy,Legacy,
what-are-you-most-proud-of,What are you most proud of?,what-are-you-most-proud-of,What are you most proud of?,3,,,THEMES > Legacy > What are you most proud of?,legacy,Legacy,
what-are-you-superstitious,"What are you
superstitious about?",what-are-you-superstitious,"What are you
superstitious about?",3,,,"THEMES > Miscellaneous > What are you
superstitious about?",miscellaneous,Miscellaneous,
what-are-your-career-regrets,What are your career regrets?,what-are-your-career-regrets,What are your career regrets?,3,,,Adulthood > Career Reflection > What are your career regrets?,career-reflection,Career Reflection,
what-are-your-favorite,What are your favorite Possessions?,what-are-your-favorite,What are your favorite Possessions?,3,,,THEMES > Miscellaneous > What are your favorite Possessions?,miscellaneous,Miscellaneous,
what-are-your-happiest-moments,What are your happiest moments?,what-are-your-happiest-moments,What are your happiest moments?,3,,,THEMES > Advice > What are your happiest moments?,advice,Advice,
what-are-your-views-on-money,What are your views on money?,what-are-your-views-on-money,What are your views on money?,3,,,THEMES > Financial > What are your views on money?,financial,Financial,
what-are-your-weaknesses,What are your Weaknesses,what-are-your-weaknesses,What are your Weaknesses,3,,,THEMES > Miscellaneous > What are your Weaknesses,miscellaneous,Miscellaneous,
what-beliefs-do-you-have-that,"What beliefs do you
have that are different than your parents�?",what-beliefs-do-you-have-that,"What beliefs do you
have that are different than your parents�?",3,,,"Adulthood > Personal Reflection > What beliefs do you
have that are different than your parents�?",personal-reflection,Personal Reflection,
what-beliefs-or-values-did-he,What beliefs or values did he instill in you?,what-beliefs-or-values-did-he,What beliefs or values did he instill in you?,3,,,Introduction > My Father > What beliefs or values did he instill in you?,my-father,My Father,
what-brings-greatest,What brings greatest satisfaction?,what-brings-greatest,What brings greatest satisfaction?,3,,,THEMES > Personal > What brings greatest satisfaction?,personal,Personal,
what-car-trouble-have-you-had,What car trouble have you had?,what-car-trouble-have-you-had,What car trouble have you had?,3,,,THEMES > Cars > What car trouble have you had?,cars,Cars,
what-career-regrets-do-you,What career regrets do you have?,what-career-regrets-do-you,What career regrets do you have?,3,,,Adulthood > Career Reflection > What career regrets do you have?,career-reflection,Career Reflection,
what-cartoons-did-you-watch-as,What cartoons did you watch as a kid?,what-cartoons-did-you-watch-as,What cartoons did you watch as a kid?,3,Television,,THEMES > Television > What cartoons did you watch as a kid?,television,Television,
what-caution-did-not,What caution did not?,what-caution-did-not,What caution did not?,3,,,THEMES > Personal > What caution did not?,personal,,
what-caution-paid-off,What caution paid off?,what-caution-paid-off,What caution paid off?,3,,,THEMES > Personal > What caution paid off?,personal,Personal,
what-challenges-changed-you,What challenges changed you?,what-challenges-changed-you,What challenges changed you?,3,,,THEMES > Personal > What challenges changed you?,personal,Personal,
what-challenges-did-you-face,What challenges did you face?,what-challenges-did-you-face,What challenges did you face?,3,,,Adulthood > Parenthood > What challenges did you face?,parenthood,Parenthood,
what-challenges-were,What challenges were worthwhile?,what-challenges-were,What challenges were worthwhile?,3,,,THEMES > Personal > What challenges were worthwhile?,personal,Personal,
what-choices-would-you-change,What choices would you change?,what-choices-would-you-change,What choices would you change?,3,,,THEMES > Personal > What choices would you change?,personal,Personal,
what-chores-did-you-have,What chores did you have?,what-chores-did-you-have,What chores did you have?,3,,,Preschool > Elementary School > What chores did you have?,elementary-school,Elementary School,
what-college-achievements-are,What college achievements are you proud of?,what-college-achievements-are,What college achievements are you proud of?,3,,,Adulthood > College > What college achievements are you proud of?,college,College,
what-conflicts-do-you-remember,What conflicts do you remember?,what-conflicts-do-you-remember,What conflicts do you remember?,3,,,Introduction > My Siblings > What conflicts do you remember?,my-siblings,My Siblings,
what-constants-endure,What constants endure?,what-constants-endure,What constants endure?,3,,,THEMES > Era Overview > What constants endure?,era-overview,Era Overview,
what-countries-have-you-been,What countries have you been to?,what-countries-have-you-been,What countries have you been to?,3,,,THEMES > Music > What countries have you been to?,music,Travel,
