Title,Category Path,Category,Category ID,Type,Category Level,Heading Level
What was your favorite sport?,THEMES > Sports,Sports,no match,Story,2,3
What was your favorite sports team?,THEMES > Sports,Sports,no match,Story,2,3
What was your favorite player of all time?,THEMES > Sports,Sports,no match,Story,2,3
What sporting event would you most like to attend?,THEMES > Sports,Sports,no match,Story,2,3
Masters,THEMES > Sports > What is your favorite sporting event attended?,Sports,no match,Story,3,4
French Open,THEMES > Sports > What is your favorite sporting event attended?,Sports,no match,Story,3,4
Is there a sporting event you remember as a kid?,THEMES > Sports,Sports,no match,Story,2,3
What is your favorite sports movie?,THEMES > Sports,Sports,no match,Story,2,3
Gas Money,THEMES > Cars > �What was your first car?,Cars,no match,Story,3,4
"Stolen
Battery",THEMES > Cars > �What was your first car?,Cars,no match,Story,3,4
"First
Accident",THEMES > Cars > �What was your first car?,Cars,no match,Story,3,4
"The End of
My First Car",THEMES > Cars > �What was your first car?,Cars,no match,Story,3,4
Second Car,THEMES > Cars > �What was your first car?,Cars,no match,Story,3,4
"The
Firebird","THEMES > Cars > How did you learn to
drive?",Cars,no match,Story,3,4
Audi,"THEMES > Cars > How did you learn to
drive?",Cars,no match,Story,3,4
What car trouble have you had?,THEMES > Cars,Cars,no match,Story,2,3
The Station Wagon,THEMES > Cars > What accidents have you had?,Cars,no match,Story,3,4
Thanksgiving Deer,THEMES > Cars > What accidents have you had?,Cars,no match,Story,3,4
Poor Dog,THEMES > Cars > What accidents have you had?,Cars,no match,Story,3,4
What moves have you made?,THEMES > Moves,Homes & Moves,no match,Story,2,3
"�Wow, What a Pool!�",THEMES > Vacations,Vacations,no match,Story,2,4
�Glad you got to meet me!�,THEMES > Vacations,Vacations,no match,Story,2,4
Skiing,THEMES > Vacations,Vacations,no match,Story,2,4
The Beach,THEMES > Vacations,Vacations,no match,Story,2,4
Body Surfing,THEMES > Vacations,Vacations,no match,Story,2,4
Vacations with the Meltons,THEMES > Vacations,Vacations,no match,Story,2,4
Myrtle Monsters,THEMES > Vacations,Vacations,no match,Story,2,4
Bachelor Party,THEMES > Vacations,Vacations,no match,Story,2,4
Grilling Shark,THEMES > Vacations,Vacations,no match,Story,2,4
Wake Boarding,THEMES > Vacations,Vacations,no match,Story,2,4
Clemson Football Games,THEMES > Vacations,Vacations,no match,Story,2,4
How has technology influenced your life?,THEMES > Technology,Science & Technology,no match,Story,2,3
Music,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life?",Science & Technology,no match,Story,3,4
Computers,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life?",Science & Technology,no match,Story,3,4
Laptops.,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life?",Science & Technology,no match,Story,3,4
Email,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life?",Science & Technology,no match,Story,3,4
Cameras,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life?",Science & Technology,no match,Story,3,4
Internet,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life?",Science & Technology,no match,Story,3,4
Artificial Intelligence,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life?",Science & Technology,no match,Story,3,4
Cars,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life?",Science & Technology,no match,Story,3,4
Electric,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life?",Science & Technology,no match,Story,3,4
"How
has music influenced your life?",THEMES > Music,Music,no match,Story,2,3
The Changing Technology of Music,THEMES > Music > What did you listen to over the years?,Music,no match,Story,3,4
A Mother�s Crush,THEMES > Music > What did you listen to over the years?,Music,no match,Story,3,4
Evolving Tastes and Country Roads,THEMES > Music > What did you listen to over the years?,Music,no match,Story,3,4
The Beats of Hip-Hop and Cultural Storms,THEMES > Music > What did you listen to over the years?,Music,no match,Story,3,4
The Technology and True Artists,THEMES > Music > What did you listen to over the years?,Music,no match,Story,3,4
Closing Note: Music and Life,THEMES > Music > What did you listen to over the years?,Music,no match,Story,3,4
What countries have you been to?,THEMES > Music,Music,no match,Story,2,3
What states have you been to?,THEMES > Music,Music,no match,Story,2,3
Mardi Gras,THEMES > Music > Did you ever take any great road trips?,Music,no match,Story,3,4
Best trip,THEMES > Music > Did you ever take any great road trips?,Music,no match,Story,3,4
Worst trip,THEMES > Music > Did you ever take any great road trips?,Music,no match,Story,3,4
Longest trip,THEMES > Music > Did you ever take any great road trips?,Music,no match,Story,3,4
Ski Trips,THEMES > Music > Did you ever take any great road trips?,Music,no match,Story,3,4
Learning to Windsurf,THEMES > Music > Did you ever take any great road trips?,Music,no match,Story,3,4
Windsurfing in Grand Caymen,THEMES > Music > Did you ever take any great road trips?,Music,no match,Story,3,4
Windsurfing in Hawaii,THEMES > Music > Did you ever take any great road trips?,Music,no match,Story,3,4
Windsurfing in Aruba,THEMES > Music > Did you ever take any great road trips?,Music,no match,Story,3,4
"Davos, Switzerland",THEMES > Music > Did you ever take any great road trips?,Music,no match,Story,3,4
Missed Christmas Flight,THEMES > Music > Have you ever missed a flight?,Music,no match,Story,3,4
Travelling Baseball,THEMES > Music > Have you ever missed a flight?,Music,no match,Story,3,4
Close Call,THEMES > Music > Have you ever missed a flight?,Music,no match,Story,3,4
What things from home did you miss the most while living overseas?,THEMES > Music,Music,no match,Story,2,3
How has travel influenced you?,THEMES > Music,Music,no match,Story,2,3
How to Win at Office Politics.,THEMES > Books,Books,no match,Story,2,4
News,THEMES > Television > What cartoons did you watch as a kid?,Television,no match,Story,3,4
TV Evolution,THEMES > Television > What cartoons did you watch as a kid?,Television,no match,Story,3,4
"Do you believe in
ghosts?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"Do you believe in
UFOs?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"Do you believe in life
after death?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Do you believe there is life on other planets?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Which past time would you like to travel to?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"What are you
superstitious about?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"What have been some of
your life's greatest surprises, disappointments?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
The Gift of Responsibility,THEMES > Miscellaneous > What is the best gift you�ve ever received?,Miscellaneous,no match,Story,3,4
What is your greatest achievement?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What was your most important decision?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What decision did you worry about that didn�t matter?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Restaurants,THEMES > Miscellaneous > Favorites,Favorites,no match,Story,3,4
Drinks,THEMES > Miscellaneous > Favorites,Favorites,no match,Story,3,4
Color,THEMES > Miscellaneous > Favorites,Favorites,no match,Story,3,4
Wine,THEMES > Miscellaneous > Favorites,Favorites,no match,Story,3,4
Dessert,THEMES > Miscellaneous > Favorites,Favorites,no match,Story,3,4
Beer,THEMES > Miscellaneous > Favorites,Favorites,no match,Story,3,4
Ice Cream,THEMES > Miscellaneous > Favorites,Favorites,no match,Story,3,4
Sandwich,THEMES > Miscellaneous > Favorites,Favorites,no match,Story,3,4
How do you like your coffee?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
How do you like your eggs?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What allergies do you have?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Did you have braces?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Do you like roller coasters?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Did you ever skip school?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What is your favorite season?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Liquor,THEMES > Miscellaneous > Have you ever broken a bone?,Miscellaneous,no match,Story,3,4
Best days,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Worst Days,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Difficult?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
How did you overcome?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
happiest/unhappiest,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Fears,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Loves,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"What
was one of the toughest, easiest, best, worst parts about raising first,
second, third",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What makes you Scared?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What makes you Happy?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What makes you depressed?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Who are your closest friends,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What are your favorite Possessions?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What are your Strengths,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What are your Weaknesses,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"What simple pleasures of life do you truly
enjoy?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"What successes/failures (mistakes) have you
made?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
What would you have done differently?,THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"What is one of the craziest things that's
ever happened to you?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
"How has your life turned out differently
than you imagined it would?",THEMES > Miscellaneous,Miscellaneous,no match,Story,2,3
Lake Hartwell,THEMES > Adventures > What adventures have you had?,Adventures,no match,Story,3,4
Florida,THEMES > Adventures > What adventures have you had?,Adventures,no match,Story,3,4
Traditions,THEMES > Food,Favorites,no match,Story,2,4
My Favorites Then and Now,THEMES > Food,Favorites,no match,Story,2,4
My Favorites Now,THEMES > Food,Favorites,no match,Story,2,4
Least Favorites,THEMES > Food,Favorites,no match,Story,2,4
Have these changed over time?,THEMES > Food,Favorites,no match,Story,2,3
Snoring Keeping Santa Away,THEMES > Holidays,Christmas,no match,Story,2,4
Santa�s Helper,THEMES > Holidays,Christmas,no match,Story,2,4
"Have you ever gotten
into a fight?",THEMES > Fights,Relationships,no match,Story,2,3
How has your worldview evolved?,THEMES > Reflection,World & Politics,no match,Story,2,3
What values remain constant?,THEMES > Reflection,Personal Reflection,no match,Reflection,2,3
What beliefs have changed?,THEMES > Reflection,Personal Reflection,no match,Reflection,2,3
What wisdom would you share?,THEMES > Reflection,Personal Reflection,no match,Reflection,2,3
What matters most now?,THEMES > Reflection,Personal Reflection,no match,Reflection,2,3
How do you define success?,THEMES > Reflection,Personal Reflection,no match,Reflection,2,3
What gives life meaning?,THEMES > Reflection,Personal Reflection,no match,Reflection,2,3
What do you want to be remembered for?,THEMES > Legacy,Future,no match,Story,2,3
What values do you hope endure?,THEMES > Legacy,Future,no match,Story,2,3
What stories should be preserved?,THEMES > Legacy,Future,no match,Story,2,3
What wisdom should be shared?,THEMES > Legacy,Future,no match,Story,2,3
What traditions should continue?,THEMES > Legacy,Future,no match,Story,2,3
What impact do you hope to have?,THEMES > Legacy,Future,no match,Story,2,3
What dreams remain?,THEMES > Legacy,Future,no match,Story,2,3
What matters most?,THEMES > Legacy,Future,no match,Story,2,3
What are you most proud of?,THEMES > Legacy,Future,no match,Story,2,3
What are you most grateful for?,THEMES > Legacy,Future,no match,Story,2,3
What things matter most to you in life?,THEMES > Legacy,Future,no match,Story,2,3
What experiences most shaped your life?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What decisions shaped your life most?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What choices would you change?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What risks paid off?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What risks didn�t?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What caution paid off?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What caution did not?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What principles guided choices?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What influenced decisions?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
How have you changed over time?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What growth are you proud of?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What challenges changed you?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What wisdom surprised you?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What remains constant?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What brings greatest satisfaction?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What accomplishments mean most?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What relationships matter most?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What gives life meaning?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What challenges were worthwhile?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What joys sustain you?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What regrets remain?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What peace have you found?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What were your biggest lessons?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What would you do differently?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What choices proved best?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What challenges taught you most?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What wisdom surprised you?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What advice would you give?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What principles guide you?,THEMES > Personal,Personal Reflection,no match,Reflection,2,3
What major changes have you witnessed?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
How has society evolved?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What progress encourages you?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What concerns remain?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What wisdom has history taught?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What cycles repeat?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What changes surprise?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What constants endure?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
How has culture changed?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What values shifted?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What traditions endure?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What wisdom emerged?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What changes challenge?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What progress encourages?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What concerns remain?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What hope persists?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What changes do you foresee?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What hopes do you hold?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What concerns you?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What wisdom might help?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What should endure?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What should change?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What matters most?,THEMES > Era Overview,Personal Reflection,no match,Reflection,2,3
What world events impacted you?,THEMES > Historical Events,World & Politics,no match,Story,2,3
What political changes affected you?,THEMES > Historical Events,World & Politics,no match,Story,2,3
What economic conditions shaped choices?,THEMES > Historical Events,World & Politics,no match,Story,2,3
What technological changes occurred?,THEMES > Historical Events,World & Politics,no match,Story,2,3
First Moon Walk,THEMES > Historical Events > What cultural shifts influenced you?,World & Politics,no match,Story,3,4
Vietnam War,THEMES > Historical Events > What cultural shifts influenced you?,World & Politics,no match,Story,3,4
Richard Nixon Resignation,THEMES > Historical Events > What cultural shifts influenced you?,World & Politics,no match,Story,3,4
11-Sep,THEMES > Historical Events > What cultural shifts influenced you?,World & Politics,no match,Story,3,4
Shuttle Challenger Explosion,THEMES > Historical Events > What cultural shifts influenced you?,World & Politics,no match,Story,3,4
How has life turned out differently than you imagined?,THEMES > Differences,Personal Reflection,no match,Reflection,2,3
Has Life been good to you?,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
What are you grateful for?,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
Didn�t Make the Team,THEMES > Blessings > What were your disappointments?,Personal Reflection,no match,Reflection,3,4
Didn�t Make the Golf Team,THEMES > Blessings > What were your disappointments?,Personal Reflection,no match,Reflection,3,4
She Broke Up With Me,THEMES > Blessings > What were your disappointments?,Personal Reflection,no match,Reflection,3,4
My Marriage,THEMES > Blessings > What were your disappointments?,Personal Reflection,no match,Reflection,3,4
What were your surpirses,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
What are your regrets?,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
What mistakes have you made?,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
What would you do differently?,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
What would you consider your motto?,THEMES > Blessings,Personal Reflection,no match,Reflection,2,3
"What advice would you give your 20, 30, 40, 50, 60 year old self?",THEMES > Advice,Personal Reflection,no match,Reflection,2,3
What advice would you give your great grandchildren?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
What makes you Optimistic or Pessimistic about the younger generation,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
Who had the biggest influence on your life?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
What is your greatest achievement?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
What is your favorite holiday?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
"Cost of things�.food, gas, cars, movies, houses",THEMES > Advice > What are your happiest moments?,Personal Reflection,no match,Reflection,3,4
What were your hobbies?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
Have you known some colorful characters?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
Who did you look up to then and now?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
How has the world changed for better/worse?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
What do you miss about the 'old' days?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
How have you become wiser?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
What are the best things money can't buy?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
What are the best things about being a grandparent?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
What is the secret to staying young?,THEMES > Advice,Personal Reflection,no match,Reflection,2,3
What are your thoughts on the issues of the day?,THEMES > Issues,World & Politics,no match,Story,2,3
Minimum Wage?,THEMES > Issues > Wages,World & Politics,no match,Story,3,4
Remote Work vs. In-Office Work:,THEMES > Issues > Wages,World & Politics,no match,Story,3,4
Gig Economy and Worker Rights:,THEMES > Issues,World & Politics,no match,Story,2,3
Wealth Inequality:,THEMES > Issues,World & Politics,no match,Story,2,3
Social and Cultural Topics,THEMES > Issues,World & Politics,no match,Story,2,3
Capitalism versus Socialism,THEMES > Issues,World & Politics,no match,Story,2,3
Education,THEMES > Issues,World & Politics,no match,Story,2,3
Healthcare System:,THEMES > Issues,World & Politics,no match,Story,2,3
Free Speech vs. Censorship:,THEMES > Issues,World & Politics,no match,Story,2,3
Diversity and Inclusion:,THEMES > Issues,World & Politics,no match,Story,2,3
Immigration:,THEMES > Issues,World & Politics,no match,Story,2,3
Technology and Innovation,THEMES > Issues,World & Politics,no match,Story,2,3
Governance and Global Relations,THEMES > Issues,World & Politics,no match,Story,2,3
Government Spending and Debt:,THEMES > Issues,World & Politics,no match,Story,2,3
Political Polarization:,THEMES > Issues,World & Politics,no match,Story,2,3
Globalization vs. Protectionism:,THEMES > Issues,World & Politics,no match,Story,2,3
Human Rights:,THEMES > Issues,World & Politics,no match,Story,2,3
Military and Defense Spending:,THEMES > Issues,World & Politics,no match,Story,2,3
Ethical and Philosophical Questions,THEMES > Issues,World & Politics,no match,Story,2,3
Toughest/easiest,"THEMES > My Children > William,
Elizabeth, and Caroline",Children,no match,Story,3,4
Best/worst,"THEMES > My Children > William,
Elizabeth, and Caroline",Children,no match,Story,3,4
�Hippies,The Decades > The 1960�s > Society & Culture,The 1960's,no match,Story,3,4
Integrated Classroom,The Decades > The 1960�s > Society & Culture,The 1960's,no match,Story,3,4
Women�s Rights,The Decades > The 1960�s > Society & Culture,The 1960's,no match,Story,3,4
Music,The Decades > The 1960�s > Society & Culture,The 1960's,no match,Story,3,4
The Vietnam War,The Decades > The 1960�s > Society & Culture,The 1960's,no match,Story,3,4
Science and Technology,The Decades > The 1960�s > Society & Culture,The 1960's,no match,Story,3,4
Man on the Moon,The Decades > The 1960�s > Society & Culture,The 1960's,no match,Story,3,4
JFK Assassination,The Decades > The 1960�s > Society & Culture,The 1960's,no match,Story,3,4
Muhammed Ali,The Decades > The 1960�s > Society & Culture,The 1960's,no match,Story,3,4
1960,The Decades > The 1960�s > Business,The 1960's,no match,Story,3,4
1961,The Decades > The 1960�s > Business,The 1960's,no match,Story,3,4
1962,The Decades > The 1960�s > Business,The 1960's,no match,Story,3,4
1963,The Decades > The 1960�s > Business,The 1960's,no match,Story,3,4
1964,The Decades > The 1960�s > Business,The 1960's,no match,Story,3,4
1965,The Decades > The 1960�s > Business,The 1960's,no match,Story,3,4
1966,The Decades > The 1960�s > Business,The 1960's,no match,Story,3,4
1967,The Decades > The 1960�s > Business,The 1960's,no match,Story,3,4
1968,The Decades > The 1960�s > Business,The 1960's,no match,Story,3,4
1969,The Decades > The 1960�s > Business,The 1960's,no match,Story,3,4
The 1970�s,The Decades,The Decades,no match,Story,1,2
"1970,",The Decades > The 1970�s - Economics,The 1970s,no match,Story,2,4
"1971,",The Decades > The 1970�s - Economics,The 1970s,no match,Story,2,4
1972,The Decades > The 1970�s - Economics,The 1970s,no match,Story,2,4
1973,The Decades > The 1970�s - Economics,The 1970s,no match,Story,2,4
1974,The Decades > The 1970�s - Economics,The 1970s,no match,Story,2,4
"1975,",The Decades > The 1970�s - Economics,The 1970s,no match,Story,2,4
"1976,",The Decades > The 1970�s - Economics,The 1970s,no match,Story,2,4
1977,The Decades > The 1970�s - Economics,The 1970s,no match,Story,2,4
"1978,",The Decades > The 1970�s - Economics,The 1970s,no match,Story,2,4
1979,The Decades > The 1970�s - Economics,The 1970s,no match,Story,2,4
1980,The Decades > The 1980�s > Business�,The 1980s,no match,Story,3,4
1981,The Decades > The 1980�s > Business�,The 1980s,no match,Story,3,4
1982,The Decades > The 1980�s > Business�,The 1980s,no match,Story,3,4
1983,The Decades > The 1980�s > Business�,The 1980s,no match,Story,3,4
1984,The Decades > The 1980�s > Business�,The 1980s,no match,Story,3,4
1985,The Decades > The 1980�s > Business�,The 1980s,no match,Story,3,4
1986,The Decades > The 1980�s > Business�,The 1980s,no match,Story,3,4
1987,The Decades > The 1980�s > Business�,The 1980s,no match,Story,3,4
1988,The Decades > The 1980�s > Business�,The 1980s,no match,Story,3,4
1989,The Decades > The 1980�s > Business�,The 1980s,no match,Story,3,4
1990,The Decades > The 1990�s,The 1990s,no match,Story,2,4
1991,The Decades > The 1990�s,The 1990s,no match,Story,2,4
1992,The Decades > The 1990�s,The 1990s,no match,Story,2,4
1993,The Decades > The 1990�s,The 1990s,no match,Story,2,4
1994,The Decades > The 1990�s,The 1990s,no match,Story,2,4
1995,The Decades > The 1990�s,The 1990s,no match,Story,2,4
1996,The Decades > The 1990�s,The 1990s,no match,Story,2,4
1997,The Decades > The 1990�s,The 1990s,no match,Story,2,4
1998,The Decades > The 1990�s,The 1990s,no match,Story,2,4
1999,The Decades > The 1990�s,The 1990s,no match,Story,2,4
2000,"The Decades > The
2000�s",The 2000s,no match,Story,2,4
2001,"The Decades > The
2000�s",The 2000s,no match,Story,2,4
2002,"The Decades > The
2000�s",The 2000s,no match,Story,2,4
2003,"The Decades > The
2000�s",The 2000s,no match,Story,2,4
2004,"The Decades > The
2000�s",The 2000s,no match,Story,2,4
2005,"The Decades > The
2000�s",The 2000s,no match,Story,2,4
2006,"The Decades > The
2000�s",The 2000s,no match,Story,2,4
2007,"The Decades > The
2000�s",The 2000s,no match,Story,2,4
2008,"The Decades > The
2000�s",The 2000s,no match,Story,2,4
2009,"The Decades > The
2000�s",The 2000s,no match,Story,2,4
2010,The Decades > The 2010�s > Business,The 2010s,no match,Story,3,4
2011,The Decades > The 2010�s > Business,The 2010s,no match,Story,3,4
2012,The Decades > The 2010�s > Business,The 2010s,no match,Story,3,4
2013,The Decades > The 2010�s > Business,The 2010s,no match,Story,3,4
2014,The Decades > The 2010�s > Business,The 2010s,no match,Story,3,4
2015,The Decades > The 2010�s > Business,The 2010s,no match,Story,3,4
2016,The Decades > The 2010�s > Business,The 2010s,no match,Story,3,4
2017,The Decades > The 2010�s > Business,The 2010s,no match,Story,3,4
2018,The Decades > The 2010�s > Business,The 2010s,no match,Story,3,4
2019,The Decades > The 2010�s > Business,The 2010s,no match,Story,3,4
Politics,The Decades > The 2020�s,The 2020s,no match,Story,2,3
2020,The Decades > The 2020�s > Business,The 2020s,no match,Story,3,4
2021,The Decades > The 2020�s > Business,The 2020s,no match,Story,3,4
2022,The Decades > The 2020�s > Business,The 2020s,no match,Story,3,4
2023,The Decades > The 2020�s > Business,The 2020s,no match,Story,3,4
2024,The Decades > The 2020�s > Business,The 2020s,no match,Story,3,4
2025,The Decades > The 2020�s > Business,The 2020s,no match,Story,3,4
